0 0	3 8	1 0 -1 -1 -1 -1 -1 -1 
1 0	3 7	2 0 -1 -1 -1 -1 -1 -1 
2 0	3 6	3 0 -1 -1 -1 -1 -1 -1 
3 0	3 5	4 0 -1 -1 -1 -1 -1 -1 
4 0	3 4	4 1 -1 -1 -1 -1 -1 -1 
5 0	3 5	4 0 -1 -1 -1 -1 -1 -1 
6 0	3 6	5 0 -1 -1 -1 -1 -1 -1 
7 0	3 7	6 0 -1 -1 -1 -1 -1 -1 
8 0	3 8	7 0 -1 -1 -1 -1 -1 -1 
9 0	3 9	8 0 -1 -1 -1 -1 -1 -1 
0 1	3 9	0 0 -1 -1 -1 -1 -1 -1 
1 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 1	3 3	4 2 -1 -1 -1 -1 -1 -1 
5 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
7 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 1	3 9	8 0 -1 -1 -1 -1 -1 -1 
9 1	3 10	8 1 9 0 -1 -1 -1 -1 
0 2	3 10	0 1 -1 -1 -1 -1 -1 -1 
1 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 2	3 4	3 2 -1 -1 -1 -1 -1 -1 
3 2	3 3	4 2 -1 -1 -1 -1 -1 -1 
4 2	3 2	5 2 -1 -1 -1 -1 -1 -1 
5 2	3 1	6 2 -1 -1 -1 -1 -1 -1 
6 2	3 0	-1 -1 -1 -1 -1 -1 -1 -1 
7 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 2	3 10	8 1 -1 -1 -1 -1 -1 -1 
9 2	3 11	9 1 8 2 -1 -1 -1 -1 
0 3	3 11	0 2 -1 -1 -1 -1 -1 -1 
1 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 3	3 5	2 2 -1 -1 -1 -1 -1 -1 
3 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 3	3 3	4 2 -1 -1 -1 -1 -1 -1 
5 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 3	3 1	6 2 -1 -1 -1 -1 -1 -1 
7 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 3	3 11	8 2 -1 -1 -1 -1 -1 -1 
9 3	3 12	9 2 8 3 -1 -1 -1 -1 
0 4	3 12	0 3 -1 -1 -1 -1 -1 -1 
1 4	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 4	3 6	2 3 -1 -1 -1 -1 -1 -1 
3 4	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 4	3 4	4 3 -1 -1 -1 -1 -1 -1 
5 4	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 4	3 2	6 3 -1 -1 -1 -1 -1 -1 
7 4	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 4	3 12	8 3 -1 -1 -1 -1 -1 -1 
9 4	2 13	8 4 9 3 -1 -1 -1 -1 
0 5	3 13	0 4 -1 -1 -1 -1 -1 -1 
1 5	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 5	3 7	2 4 -1 -1 -1 -1 -1 -1 
3 5	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 5	3 5	4 4 -1 -1 -1 -1 -1 -1 
5 5	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 5	3 3	6 4 -1 -1 -1 -1 -1 -1 
7 5	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 5	2 13	8 4 -1 -1 -1 -1 -1 -1 
9 5	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
0 6	2 14	0 5 -1 -1 -1 -1 -1 -1 
1 6	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 6	3 8	2 5 -1 -1 -1 -1 -1 -1 
3 6	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 6	3 6	4 5 -1 -1 -1 -1 -1 -1 
5 6	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 6	3 4	6 5 -1 -1 -1 -1 -1 -1 
7 6	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 6	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
