0 0	1 116	1 0 -1 -1 -1 -1 -1 -1 
1 0	2 117	2 0 -1 -1 -1 -1 -1 -1 
2 0	1 116	3 0 -1 -1 -1 -1 -1 -1 
3 0	2 117	4 0 -1 -1 -1 -1 -1 -1 
4 0	1 116	5 0 -1 -1 -1 -1 -1 -1 
5 0	2 117	6 0 -1 -1 -1 -1 -1 -1 
6 0	1 116	7 0 -1 -1 -1 -1 -1 -1 
7 0	2 117	8 0 -1 -1 -1 -1 -1 -1 
8 0	1 116	8 1 9 0 -1 -1 -1 -1 
9 0	2 117	9 1 8 0 -1 -1 -1 -1 
0 1	2 117	0 0 -1 -1 -1 -1 -1 -1 
1 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 1	2 117	4 0 -1 -1 -1 -1 -1 -1 
5 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
7 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 1	2 117	9 1 8 2 8 0 -1 -1 
9 1	1 116	8 1 9 2 9 0 -1 -1 
0 2	1 116	0 1 -1 -1 -1 -1 -1 -1 
1 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 2	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 2	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 2	1 1	6 2 -1 -1 -1 -1 -1 -1 
6 2	1 0	-1 -1 -1 -1 -1 -1 -1 -1 
7 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 2	1 116	9 2 8 1 8 3 -1 -1 
9 2	2 117	8 2 9 1 9 3 -1 -1 
0 3	2 117	0 2 -1 -1 -1 -1 -1 -1 
1 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
