0 0	2 26	1 0 -1 -1 -1 -1 -1 -1 
1 0	1 25	2 0 -1 -1 -1 -1 -1 -1 
2 0	2 26	3 0 -1 -1 -1 -1 -1 -1 
3 0	1 25	-1 -1 -1 -1 -1 -1 -1 -1 
4 0	1 26	5 0 -1 -1 -1 -1 -1 -1 
5 0	1 25	6 0 -1 -1 -1 -1 -1 -1 
6 0	2 26	7 0 -1 -1 -1 -1 -1 -1 
7 0	1 25	8 0 -1 -1 -1 -1 -1 -1 
8 0	2 26	8 1 -1 -1 -1 -1 -1 -1 
9 0	1 25	8 0 -1 -1 -1 -1 -1 -1 
0 1	1 25	0 0 -1 -1 -1 -1 -1 -1 
1 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 1	1 27	4 0 -1 -1 -1 -1 -1 -1 
5 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
7 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 1	1 25	8 2 -1 -1 -1 -1 -1 -1 
9 1	2 26	8 1 9 2 9 0 -1 -1 
0 2	2 26	0 1 -1 -1 -1 -1 -1 -1 
1 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 2	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 2	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 2	1 1	6 2 -1 -1 -1 -1 -1 -1 
6 2	1 0	-1 -1 -1 -1 -1 -1 -1 -1 
7 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 2	2 26	9 2 -1 -1 -1 -1 -1 -1 
9 2	1 25	9 3 -1 -1 -1 -1 -1 -1 
0 3	1 25	0 2 -1 -1 -1 -1 -1 -1 
1 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 3	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 3	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 3	1 1	6 2 -1 -1 -1 -1 -1 -1 
7 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 3	1 25	8 2 -1 -1 -1 -1 -1 -1 
9 3	2 26	8 3 -1 -1 -1 -1 -1 -1 
0 4	2 26	0 3 -1 -1 -1 -1 -1 -1 
1 4	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 4	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 4	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 4	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 4	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 4	1 2	6 3 -1 -1 -1 -1 -1 -1 
7 4	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 4	2 26	8 5 8 3 -1 -1 -1 -1 
9 4	4 25	8 4 -1 -1 -1 -1 -1 -1 
0 5	1 25	-1 -1 -1 -1 -1 -1 -1 -1 
1 5	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 5	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 5	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 5	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 5	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 5	1 3	6 4 -1 -1 -1 -1 -1 -1 
7 5	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 5	1 25	8 6 -1 -1 -1 -1 -1 -1 
9 5	2 26	8 5 9 6 -1 -1 -1 -1 
0 6	2 26	-1 -1 -1 -1 -1 -1 -1 -1 
1 6	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 6	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 6	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 6	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 6	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 6	1 4	6 5 -1 -1 -1 -1 -1 -1 
7 6	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 6	1 24	9 6 -1 -1 -1 -1 -1 -1 
