0 0	1 32	1 0 -1 -1 -1 -1 -1 -1 
1 0	2 33	2 0 -1 -1 -1 -1 -1 -1 
2 0	4 32	3 0 -1 -1 -1 -1 -1 -1 
3 0	1 31	4 0 -1 -1 -1 -1 -1 -1 
4 0	2 32	5 0 -1 -1 -1 -1 -1 -1 
5 0	1 31	6 0 -1 -1 -1 -1 -1 -1 
6 0	2 32	7 0 -1 -1 -1 -1 -1 -1 
7 0	1 31	8 0 -1 -1 -1 -1 -1 -1 
8 0	2 32	8 1 -1 -1 -1 -1 -1 -1 
9 0	1 31	8 0 -1 -1 -1 -1 -1 -1 
0 1	2 33	0 0 -1 -1 -1 -1 -1 -1 
1 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 1	1 31	4 0 -1 -1 -1 -1 -1 -1 
5 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
7 1	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 1	1 31	8 2 -1 -1 -1 -1 -1 -1 
9 1	2 32	8 1 9 2 9 0 -1 -1 
0 2	1 32	0 1 -1 -1 -1 -1 -1 -1 
1 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 2	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 2	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 2	1 1	6 2 -1 -1 -1 -1 -1 -1 
6 2	1 0	-1 -1 -1 -1 -1 -1 -1 -1 
7 2	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 2	2 32	9 2 -1 -1 -1 -1 -1 -1 
9 2	1 31	9 3 -1 -1 -1 -1 -1 -1 
0 3	2 33	0 2 -1 -1 -1 -1 -1 -1 
1 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 3	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 3	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 3	1 1	6 2 -1 -1 -1 -1 -1 -1 
7 3	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
